puuid,platform,match_routing
qZvVcPqSEIdeseVks2VBQKZnDvPZHux6a3A9Q3GXmhugkVSlzPTtRLxgRpaxtCgWW1U4yrQS0Fi2bw,kr,asia
Q6vU4uPgJAf9SqhjXhq5lgLC7PzKfeac_7B3Zi8Sxl0Jh-lZo-9dfkei5aLeBXMiUXgKVdVzNMI15Q,vn2,sea
ml84SBxJ-3k9Mp9U7hu0iMXr7gIW74Cm-xQPLgxuNE-wB5Tw8RXA68OzGHiLkFrthf0QxL08_ID_0A,na1,americas
nGWd9UH0xjFogR9TAERpapsYd9KltPynwB4bGMHvKmNqHJIgpMKvfhEBxwsIKXBCLju3fQ0p9-QX2Q,vn2,sea
qbe3HeOuHNBTeXFQnSAwm3wmM_DyJRMbvCZZ53alRBu98bNdeVeUtlZqrHWb-CpDi5SuQk9idCzglA,vn2,sea
OQ-UkdgDT2vhTpP4QPKo0hd8MKl2MrUPgzezKJWbbrvZBnAnm0KcmuNFUWCZagit1HJFRur4KgZwaw,kr,asia
b-GxsoXwZOBTElkVXZh11BTQDB_BGbY-wm2jXahwg02LL8V08_3zcurzH8EqhQep23Z51qOLbMXw-A,euw1,europe
Aoyji-Gt74SUKslCUe_FT6fIcfue2M5Nde75w-q8gTcKWC-QbBSSgKirJNC3hgB9CVH1qn4cuE_glg,euw1,europe
8u6piPqK3AhzDnQ0DxexPIRX96nV-zlWFiCtkiCjB9JZxbnQ6Gn2oKxa03Och8DLzs8xwy-ubkYlpw,vn2,sea
SvBkKxfxkjn_kyHl1wn5D95vMMnmxQZnrj0gMPy9OzeKd8cBFSFeEv1GXyjC9_BnNZsiR7RSEZ931g,vn2,sea
51qOThrSR2XTp4hOXgODohmuV5Pti4i92A5mBwhk7QIG3r6DP5zzEqzzaIXSuRR-k_Fi3OjZ3zrLEA,kr,asia
jA-US53FWupk8iJx4k_A-KO8_Xv47EjotADV5bxGl2jc1qiTaBx9CRVQuENRxdYJIhQjE9AX-XeNMA,kr,asia
CnkKM6Z8XXtsq_qRDDQCpmatTG-0yBRIJHZ2VuK8jhXVOn1NGVEitD_tunA_J30gW3n7Y4Kjj9H7nw,euw1,europe
YjhR5ohR1VzgBgeJYjCwZSn6cZHbv7idNGKTlu7j8E2fR18cLIvOCBYX_i_zTzL0J3-72g8bSX7aHg,euw1,europe
0scvQpsvcn6yr_iwshqLwAFCJdaw_0-N6gi9C9AshhektHzPM-uT0qsuLv9X4-QeEJmTVAbAYiEKKQ,kr,asia
28sukkoxg0aZnzi9LCUABaLOLwmfUceA51qziYFaHjiedKY4gS_LqOZJer5Fxe--PHOrOkB_WZ6glg,vn2,sea
sC8TJtECThvvDLLdrT_3xiEVxPYUtFKezyrzshu0j6XkuBdnNWVi6uc_P7ZO79Tqirw4noy4EilJGw,kr,asia
ROy8I-RjnfZVJXOWW2YcqHw1LXVTN9Gx1heU8mU3bHJk4HCwOy2G8_EpGdJ6TWKaX0x9glcG68w31Q,euw1,europe
G34RkGIX8qdPQR1K_0OteFn6tZeoQdz-SqR7vIqaOFNlGvAYQBehJOX7kO8zYZmuQCfKTzU6ibVY0A,vn2,sea
Fu4h-NZiHV6y0QiOMTwFMJ74y4obLpKEZ0p9Buv3unjjuZGROVHXVCgtalkkyBcJvYj22P3oPGDyDA,vn2,sea
uUHsMn1W8ZHLel94oLPx9FGhkIJDXWI6HRdAlJgcHBniZbvofsX4VQXIbzSAGBf9Tky7onzntk4NIg,euw1,europe
IjJkeRtjoK1Lr2UKjNMDoFQ4PDYjTi0SyH2JstC8tcV-sj75kiOq9gvakpuB9mCqmCdyTIlwfk6D1A,euw1,europe
BzM_V7Pn8nJ8J3JzcgHAQFIG39oZm01T30dIhjrMCQ7dUnKWRYP2qZaloxzeM4A8foEskmuiCMf5FQ,kr,asia
X2M4xzi33dNXNeVUx_QHo0VM-flAXW6Q7d5ap1WWvCxsxFogf_hy4c80gJUQDUbzprhksIwsXE9pxg,euw1,europe
QDjEI5EIg0FV2f1-mzStZSMICv5yZyvsqiEIb2kByGCDCuN1BPlNtaP7bQu-t6ZK27v6nSGX4B5ObA,euw1,europe
OaotaqGoJKQCloYgOJFIowG8D4s-149cIgfmc8_k1ML5eELqHMs7DxIBU4L6pH7W1MTHc_1YeATR0g,vn2,sea
ZtI2bufJInQaPsMXA-Uok-neg8J5LELHqWxR8_5JIXEzU3FLIB2r3mByuTJMheoRMypEoHHGDD1mKw,kr,asia
gkVDWEtEkRfmMsUXPBVwzMvzDC8wHig-mxS1GVPQdUZ3-5KnBHN1TtcYXfLozPZPQruKCLq3z9-wUQ,na1,americas
XnxoPfxvo1IVcf65q6FuKaO566zFMQvTP_ubfs_KyJZ-yUxiKwIyBxksEznk-40a1XpDFwJ-T-EJfA,euw1,europe
VfC_bprhj7hj5W9OgSb6nrnDlL6i7ebuMybfNP8NRw1xc-LMRvH3rY77_Kudfq3p9_zPORgECZk0wA,euw1,europe
tLqBF3qQ_I4qkdRQlvcAQiuE_ufywd5QicWvlfofwrz0moA3hIGPUtzZcyOhpYZgoa0Y_6kCa7c7Jg,na1,americas
XG4c9koxicQqiuPJkgyUayzFhqYGkj8M6fwWik2xqiLvjeNcobpK0odW1uOtpPGwIRLUsyzcfK2_2A,euw1,europe
ijJOwWH0SvvlUmlLCsEQBNTyjxoev2ByHhWp4KBPPKs8D62CZM_ux_knHdSPGLD6DwW4tCjd_HmGyw,euw1,europe
krQ0oYYPm9n4YSeY2VIKDEkTXQoh0YIHSPCIsw0teqWe6Z_vWKe1DQ0Z7QXKoX9y68QuzOae98l8ZQ,na1,americas
-H5Ua3Y8jQ1ypf1Sfoy4dI3sFl1zj5hVpSpIKjMacn7yEKh0tq6T5jcA1KPJJ_Q1aJlRmtTNrdvB0g,euw1,europe
TRwsbpMMFNlAeyW7hSwYZuWNLTZSQSqE457gEjtxeF_1XYV8LlFR8tdFlCDTTm3mR9RZe6wul6qWnA,euw1,europe
DCoJzOBcdshD0YOzRCQCXhA8_oRiCjAvfZ4tUK07LjMVQeGcnH1F-8fp0dekv7EKQT5Nxc8vwti5IA,euw1,europe
RzP_xLr8QO_TcJjsjfc7PmtojknJkN_ISeHX1NWuM10YMB1AgGe_kKgUItMhp5MCqKD-6ncQsuZqzQ,kr,asia
3Oa2Mk0FnqWwQMELCJ79ZZXIEDsonbCoZOwM3IuH_L7SYZJUNZY7CK542wju1a-vDhfoyoXia1geWw,vn2,sea
rtuPWH8xFOd8s0zlFWHNwxGWI5Cv1SwKvi5KZt5TfsrvKGKSmPe-1rYjhpL09Q8q6ll4NIk6vOvJvQ,na1,americas
asrvB-NXORAgfyqHOVMbob0fOFvfDsghtxxa4AKyPUBNtkWtWRbE3TQVy6HTOrBQt9ip5R8G-9bmtA,na1,americas
P3IWIC6DgUHYJwNB9D0ehruT_1Lnv7W9FldhkmGs48i8PAMGc-8RGdgs97_KK26YIYSN8PTbr5RPxw,euw1,europe
0LrcsftgMXd0TIlgB0sj_WTkIYRRUIiiBIMOEyTC5FzEGP4f-AebSc7cXHE-qF_acAEIIRFWgm8bLA,euw1,europe
mi6YFjTlpBVckZV8W50Qekuu5gng9j062hdQrL97Bq8ImFpleHvrBLlZyWEfplZWZ54xFe3zqLFJ8w,euw1,europe
5vFobXMzHGN3IGv1pwMuuIz2U3fjfR_bE14DOTp1q_6HBVJj6WAtvdbvbYvpiDt2OYpxwIV583dr3g,euw1,europe
Un3BEkxU8t-UGpFizWxijdxiOjK2mWUtUg4XluqD96_TTzP_wDWuG6Lk4BZbVK3NZN8kNHQAh5aXBw,kr,asia
zr3bjEzcRqIexaXJkIXq7K2wki68ttqii1869sUAB3QETVFuF4sJiB-UFbFg61J_S3h-a9mLaX4nWw,kr,asia
xljhzfq3jpTpdAbay85kzjfkQ1G_O-20rOv_RTYVzq69y6y6sRXDNKsG7Hj3dNfOg9E7TUaaUN9nfQ,kr,asia
L9FQQcVv5PvPOdcF368WIz8m1UZKuiCYdacLr7hygG4ACjTM0jWwEFrkdkifSQzs0ZQfHaS0iymtfg,na1,americas
LYLD3btOeNi-rzQkNa5TByhjylRvqZ61hi_GVzrwAoCXcSF9woVQ8K37LP-4xtHbicfcP7_F0MsyDA,vn2,sea
ILrMyMN8P3KYVJYDPWvOeXGaZfKWSJAjNUVsAquCCGIb2al9xdhxEN6wypFCqpCyWOaQB3gM-v-liw,euw1,europe
Kkp5HRR4lMP6BoApNgCdOHizB-UeiLPTdI1gEv1RXOc2mEQlpXEcjGOcyVCnBoMSW2QJ3TP1nyba-A,euw1,europe
Frit-YU2yFuv7gxG1gZ_uXgxr2YVuH-eEjZuAcwe5Lr1fzearCUt5vBKXAjyJ2HEDpFWRs8RuGvlpw,kr,asia
PPgNhSR1evEPuS0aMyKfcwp8KEojmNeFyIPhyRvtHWFr8Q9mzdZHg3JScg1kalmbXv4cWcbGljUpcA,euw1,europe
05cuFb8A_Ds-9hJdtWL37G8Ctm3PFakkW_bxsI792HaU48pfqzA4h_iWl0MPqvZteVsWhM4aeBkMhQ,euw1,europe
tKpG80pdpDFsyM6BSk9GMKK6BZndaXFWqtC23_lbGE2m5z8wynQblikn-NJauW9KW2pOBCrnkAEjiA,kr,asia
aH-j4XBRpVQE6e7bKacGMsL5jF2cBRqJoRurquWrUuJsxUsKuuesfHDo16q4sLmHdjyFZboZ0_kLfw,vn2,sea
_HFfONTZGtZgiTX4tsFqm9ADHMn17Vraw_esvsFxwg3v1-nfzGRCV5DIUNOpmMIQ5Oy5_sY3h3fBtA,na1,americas
nggPZxIqxkfZcedN87HG39wHMSicRSdEqeDoUuu9eDZe7PxdKXOz3vR9204WbrDrOhsNTie6V2iTyQ,vn2,sea
rsTB2EJVeUdfFoJ-ypgFTyFXXnTqqQWxUEXOg8qpXee4-z79KJAYSPaCrzy33oXadY6gSNXNZF_4vg,kr,asia
AqRsXRQu1XwRUj4DS_UaWyjcMh6a5HuXRgeIv1cbHY5tgKlyBNrJ2NLdJNn2X3jpgRjirOFL10fM4w,na1,americas
NP3JkBptJoCcr50Jq8U3dAHfeEa15WR_PgoaGOJEcAgfRBHkI6LEmyIeAJSJ8FyA478Sa85Vdra2ZQ,kr,asia
_q7azJ3b9LLAVu6s1IlcBHSdWtZptjyWh64Roir4yLiWgqDlcasTIapjUhKbYZCIngC6JVtdPkA94w,kr,asia
oAoDd_PUYRKee91pIbKFCYxpr33VbJCWyp6Mmmt2vJcxfEdn9SZ4fIvxf3E7QPfhtHesvEJjJ3ItrQ,kr,asia
pgWSpOzHAKkH8R2r2U17rQEvV1OOYCfN5EEVwoMs-pIRJwUlsh4zvpPxyaZP-pVT0A2U3vwCNeOZhA,kr,asia
kaSodlICH7e2M9uDwZo7XYdOoxGgVoKJivKt7RIP0QumyV_1hv8KJHiij4sQKjs79sXSFyABkSU3og,vn2,sea
sM-SHbfDepoxpDhlXL7va2uGP_qk4yxUEJylYV-HezYi9XWMFogFCge0ASikZe6gj_Pezb1LHvR-9w,vn2,sea
jhmzQiPB1uQSpz2KI26TzGQQE7_OQrlbXLgnJjAMktFGQVEGEJI5In6OVXD02WkE2HH9DUyDAHKP1Q,kr,asia
Xn8IZlET6VeJFpA13JNgMg47GJqkDOmNn6oYmDE_TXJ1fQNhx6Cu8_7pbOjUsCW4j35fReTsxPUnBw,euw1,europe
xcG-YyLy0mxADBE9aHao6gG2smmBzWIRd7OxYu6HAF_k0uxoV6Bp9Y8HsOyeBlItFEznLGb4K3jfcA,vn2,sea
6CxS2HAg_RbwLXZ8dYqX7xeIyDKZUWXVU3F2raAahvN34xW2q40mM0swSdIQU-1QbxU1XibREcU1XQ,na1,americas
FIMW9jRrEPb1DaTVMJiE9ErSS4SyC1asDo1OywnSU5s1yRd-nTYhhYZQ8TQuaxHDkM-yL8YCMJ-T-g,na1,americas
uhUekbuyTotlUmwkPB2dGqscUM5UtkrG659diCC71pnbgu0v6a3MZVtN3cdxwrwmDkq94mpsA0bwKQ,euw1,europe
jcGfpemQgkwn-D-kpRlMgvPt7hDinIzFhxCnWrcCR1AY7dt_gcHY9gUrJBSX1qXbYLM0EO5lDEVlCg,na1,americas
kkT1ijesE8-pA8yHSblsxi1MdwndcOyv8TnQjvpFS7g3t_9PYjXCaTC9VBvkcaK6o1Gj0h0K0-iayg,kr,asia
JodaaKfz5aRI3aQLMumpU_4FDoI-LYEywxj69BrWCcjmdKWoqN2TP2eWW2IKV50pxYmY0hazqSAchg,kr,asia
b9m_D0uNXB3sZiiPTMxsAyD5HGfyK-cr4hxM8Ca-_5Clz0txji2ZigHKsmsBHvyIMkvy9_r4o08Y7g,euw1,europe
PkijrYEcd9dKFZazecMDA8sy6T_NEdfkHGncLMGr32MSYpNqhUMr5B7wq23eg0xua7_3rIVO3cpxhg,euw1,europe
vuw9pPrXjIYSQwd3g8AdpOO2alr-dIsxQ71_FjaqGX1XLx0vGmgVmufCvPbh3GS5552J7DEP4fipjw,euw1,europe
BcL4AjrvmuQCV7hj2TznoU5GUYPRyNKCjfccZeGYX_hZgPpxzQmYzmn-MvzGnN-HC7svuCFjHnZ5SA,euw1,europe
8WNGpZJEusDGAzpXB4PQ48Y2Cebpz53JZZ3sJEbh8hZAJQgdBYk0pROAz7ZuDlBvQ-UNEmPfr2Xbjg,euw1,europe
aom8_1akBDn_xrA4njL5gRYGw64WnAtaabw9s7nMi2iKQsnVAYMbs0GNonus6C7oFMk1l202UfJ6qw,na1,americas
F_fDUBZRBWbydmt9UOFzI40Tq6WBhYg8q8tMBVmqBOH7hZ-NgliwMKG-3RudkvUVEZ7Qs8Fw1oFUjg,euw1,europe
t16PH2jAJp0QBm8s-fQbuR2QK7401DCBoTnkyC07t7FaXLr2Vlcl59FFqBPXHBVuuVKBw_APxGEShw,vn2,sea
s2HZeiN0ZYIgd1acN5BOAfmM4nAlPBl-__qKmw5J33QbglPAFgJ4Agu0kOSy0NgFQjOyQSppU_G5fQ,kr,asia
7iRpJFoU4J06mEK0BsUP4xFcNq_hj_pF6K955QmkJoGSYcMzpUQ6BNzG28opPWyJ9ihekinm9lohvA,kr,asia
JttCB6m0KZUNWlYthENIyH9OfOH9obJVMEXz4dYKG18k-Eu3L5nhXkxGyE6NZr8eLhoV9S1t4XjrNQ,euw1,europe
mQ3uVdf5yEtWg1jlZ-afJPLdY6A0iVcqbk7mECHmv_rCMNX2vntyOkKZsAIL1jZFBDwiwx5JBr9BHQ,vn2,sea
lK2qDfhHxLIhaiKh3bgP_KXXOW1BtEG3hVc-EbMX4GJ6jzfOaN-fRodP0NVZI3htfAykmZEYqddo6g,na1,americas
fuQhT9Cda7usrGp6FifsiDDkStvXw0Cxmxni-NKT91q1BGJViSD1gZawt-nBQJLClhfonjur2XydDA,kr,asia
st1Pn-vaeg6VIteqHggkbww8NgRrDKI9y_dmXwMM7UJr9yazuWN-XaFGF6MGcV7ZwdHfeReTKMsmfA,euw1,europe
n3cXESUq0tE0Mw7f57JX7inPlDGvaB9rummKoA-gU1gkmlh6huIPLJ6E9rRKCE7wEc--JnSQfTikMg,kr,asia
LNxXKlC-rwXSObauVITJY8rjlViYjXzRi_CoJ6gPKLUgU_IvfdNRZaD3kvSc7M7C2CqlwippvvHrlA,kr,asia
HXna7CAp2rFOZt_gvmzVb7giWQFZYtkTdmL0w9QYiHyaaSL_vB5U4K66OMh6LaBBQHEW0WcVRYiZrQ,euw1,europe
YUrHlL6oz9XBXIl5av6XpINroUZD7NN0MHuuRYhTW2EM6G3BMu-W1u6VThmoVHk_AbghMRc-SLCAkA,kr,asia
XPnIPnAEQz8mYC4kknjXO5EEXyIUwBk15rS5jSIcSVKiOP_M47L-NdV2M5l3vuUl_uxWsUEuR6AWug,vn2,sea
0fS-gXl9MxrnP-2ljqUxwxVY3CoEQj7W-l272Pqc9-cWt8xkXTDqDrBouN1Rwj0-gdXcqXCRjJU9JA,vn2,sea
yIk8sfZmNkRnvU4Mt3OV5a-lNxSqNrO73MWfnmIKxwhfUvZnwY0DXs3DYILjB5c7klpDefZMgArDmA,na1,americas
KbLClSlRxdAfmCyl0h8wOxoasD6WS1EcYjQRWRfepGIuvSv0DjQzVxQPpyEDnEwRPmJMGO3xG4tUwA,vn2,sea
hTOSmBgC5Li2lzd0IOoIDGche64xU5a2XlZWu3UOe4OI3qaBpdKEqwv8GGU0dYCNgGZf13tIE83Mfg,kr,asia
C_E8PyElOxEgF__WkBLrOTGSnNheBRl-gj76qqUJZr2sE6_UNpZe6sHb_VeWgHUSvA8mAfwozk-PBA,kr,asia
K_Auc7IuMrrRgmNJ4pec8LSOdNRtixyWk10px8-vndEOj3YZ9pHdOe367fxK_B3FMdVqKTRppnjAeQ,vn2,sea
bcuW8KD59ZVVKHBa35uZ0wwqAMgh0EKlm9OtkMpmj9qEgbAkLyR3u44tRxb5rOXk6qCVBAzlxz8WVQ,vn2,sea
TnhNlS0Bw8l4wkUR3czWMecW1l2vaSNdL3wOI9WZtZj7RsaKwfi8-XwF3MUZ1eioUdtZMj1O9LNw4A,vn2,sea
6FqI8gIGIiMbsKkDe7cah9JUcU2uAI5IpXFg1U9aI5ZzqR4IxYCgPFHZ9mTB5gs9up6vjcvOR6CGrw,vn2,sea
w41tOETi1SHSATRWEcooM6PZdFxGnaiyCVnPXe6R9NXkeQO2Gh5xXOtftjWS-luiCIq0xrA6wqvIwQ,euw1,europe
UQnBXHmuLe4UXxGY69GJXrAhntXnGCnKCykz1IbFqfWmiNZhsvx_pRrK_7tdAQQKpA8A0J4aK3e9Yg,vn2,sea
kmXqlF9cT9mwxymGDcgKcOHdMvpiLYipaWaw9__R0ndMRXwc7qUR9eUehdUdHSpykjSi3eaYg8av2Q,euw1,europe
eDjA21IPKwHZtfLa-fbNz6wT39lAegkt14O6u7mDeo_MqS3Ash523qQPnKCVRtBl9iUVf4maELZqRw,vn2,sea
_UVxFOtPGEWnM7tSQOwevZii_DQca_-U0WRiiJ6Jzb7l4hw-2ViKfpBRMl1GlCKekHLwEEeG4z3v8g,euw1,europe
6bMnr42o44VnW7wKh_yQVgNnqaD9421fWtotusmgbQNPXZ0PqDfO6JMBbFjYTrn2ZbvAkLSLHH9KZA,euw1,europe
tUEv9OM9jySsNtDpWCTMXZYKzA-kE1IjG6JdGsv1MTk03R7spCEJdP8XcucJafqfo0tsLSPjaqnc7Q,euw1,europe
C-ZylB_cBbs5087giHDskTcwbA1uxEhuuFEzG3SqKAF5ziilVRr5hTL1o9sYh4jerH4ez-aDovkZNg,euw1,europe
Z6PsIs3FYQ9ql90i9mho4-LhoW9HhR1h-sKPZpxuRijiAXDprlpcAMxmdEZzhreFaRFcQx1Dg0OrqA,kr,asia
5HtQDKx9-pETZrVikd2NXoUT9XhHrLHfSSP4SMlgHt7JiCNU2qhQaDrtNdZEAkircidXbEoZD-Jr0A,euw1,europe
PZvIdob-BkwBElJvpJGu7EAfM-h1i9UuIp9DWsDpR9jiYVsOygh5kYdUsWMdZY3cAiQJgwpWnupZLw,vn2,sea
SvNqJkWkSZtpOYnYtCRgOd8qrOfbwMSKv9Ibz5SQNDSpIZ-nScccKd1BPCTD3uc7dEYn5gMLfYGymA,kr,asia
UmwAQL7k5kp8nUU56AVbqYvQcQ-ka12EgdYGfXtQ6JI0f--QCvoyfoE7g0x09L9PHVFGse5ujeTxUA,euw1,europe
8WUDctysmCs0-joflcyhwOe6pwmWh9dzS9uk0HJlhvmfKFmSZ65nHa5mjeBoZO1m3fFMZtHmtyxxaA,na1,americas
R2qNt8YXH4w7XGsXfz6z3Jh6buR_BZXUotLak6Vh9UtFJJT8BsRuBY171xv772I3YoCpnZUrn6UIgw,kr,asia
BlThY-F_Sxif6eH93m8jMCL7JpPTd4qfnjbE4BVQeu8wnziFRRJs8yDSRyGSsw28_zszuPUf2BGdPQ,vn2,sea
4Pcq_aMO4r4Pb77t14A0rQ9cmnyoKAVsfRojAMHBJN_Tg9N2s3ycDKjsn2xAti4UDRLhr-WObUEy7A,kr,asia
Y46sJnCXOqH5Xqj8sUWd53jmUML5yWxi-PA0EOpRFPc-10zB5Ew34QyXl6n7fYGHpHI0YXDTsC6pZg,euw1,europe
3_0DCAvumrD5Vg8A4HP8vIM8g8PmEvYWjTKrJJHECOGcC265j2NvTJmMJi1NXupB-5BMMrV8nN__kA,kr,asia
EFC8-PgiauwAUWt2VHsaqTe8iC_yEfCpC8oGEw_WCv0_odAku9GP4y3mdoUN0CRpp3VcqtIetOga5w,na1,americas
fqSNZKm7Yq6DQUaAe_b_wRD4D2r1Ywb4vylukoH5q1MptOXIbK_P6rhF1SNLjflRyWwrNn447NbGqw,euw1,europe
X6iBt1twhuEaTc9a_wBvg9Moz9sa-0lew56XWhD48Hc2jlkT-3np1SLeFk7WW8QuqRZXwcz6Xaq1Ww,euw1,europe
HckvZQz0_XKzo931yiXUkw74gKiRVpZMciCgxbCnaw7e9L0gn7x9cgBAB6WlK7IBFvzZOGrMk_CC-g,vn2,sea
H5MOtk0FgBEMjccolYMti6ohw6-1jdEoi_J65eF7MTR9Li6Kom1J8LBT5NcWGit5mjIdCUGD3J5CCw,na1,americas
jKiqYhP0oHazpLCyOSq8Gf0yODGa3feh-nnPMeiJ9U-LCnyaQs0iTruMeHUsf74ieMhVIbZC1_TDgQ,euw1,europe
WXzcy9trWGHNfGkNS3gGat3EcYC12QYfCVYw3CGA9GOKaoEdxCqJCbfhZ30LGC3jZlWWzIJjWoenTQ,euw1,europe
er9ET_NrZEd1VFl1iFdPVGUfTvR4AtuzLUfZ4okcXVB6vM8BFSWI-Gq1agHgxmFEkue4nX_VKUv-fg,euw1,europe
FaCN78veJRlYrcjCSQobpvPv6ue8BVVazn0XGKdl93MwAvhdt4HK0XpQ00XzQNHfyG91Qn1GsFkp8A,vn2,sea
JP-z75RbWV-kPUnLFaRHIKsHt9_uMgT2VpUIqhMKZV12cdcawyeKDS0gFJjQ4zPyZZ-NLlkbNNSy5w,vn2,sea
5bv5jurrv1JnFZ9tsdGalTaON9e5BcpIvA_a0vw-XBhyjPmmEfLY3m7tp86KcvMY37wZjRDx6fFKnw,kr,asia
F3OWj08PoDC_qIxSVM5Ei_28DaTJ_5ocQLBbbjwxFKQotoJEeBr0BYplfbqt4Lf9HhbSxEzMf1hjxQ,kr,asia
_DSeqsLnwM0ZF_TjbDPWb--ZC8EuUIWMJ-M4GAiFwfY2KUgGAO1osEEkeDBiXloPFi0FzJn0bbNNbw,kr,asia
NwpYgj_6CC8GDCaI1PRcSe9MUcL281uPqpVj_jcP2EdWofVn5qBbe0AArKuLWqaqNDVUtZo642SbVg,vn2,sea
DPPD-LpwEM16gChatQkXEKyIr8r--ceHAwz8LgUA9C9bSXxbalfPKS0Zp454mHYWcNtlUcq5R0_STg,vn2,sea
12IVbwW29pu48DaDEGTDeo0-CdfU6mIIvUqkjDg9Df6Jh38_451oU-9pOp8nF8oOCJ3vU6M65l2jdA,kr,asia
5QYzAYtWjxO8n8YOLeDvxs6e5rFk8c_dTBenkkdZDyBG2S5a61yJoSEaus8y1e9-PtN5IiGRE4iCMQ,na1,americas
HTgnzYeEprthBIPkIGAWNoQ-aKqYc7YoZ75VUFafgVK8KyEq0fXTg866weq_lNb0qpk0X0ZR0j8opg,euw1,europe
A9ny2sljemeu1M-4YVNi9ET6a65yts9_7Btg3yjLF8sG3PtTy2PABT2ra4Znf6J24VAquYLZYE7X0w,kr,asia
r3-bhGaCOxrM0ofnb2bFN2VNTyQ2GWhD6lIuFMNhaErVW87Xw_8fZRXW6eAckuwkxcpYQNFbE1yfvg,kr,asia
jz0G6Nw40hX3qhKjIpbE7SyX-soZKNXgi_8a2r2tbAx8ck8lNqPAzjlNNqYky0XQVx3_6pgGC4UuuA,euw1,europe
IBKm-EDbxanQRfcO9xDSBjtPIDbbRpGaHqcEAcws70TtzvGhXZcCEFVXOUve-WNwXEEaqKZWTpLloA,kr,asia
lRG22QC6L5RTIgUx45WZmL07iiLkabCHvvho7w0BSndTZODHXbl_Xy9qm-_FA0ar2OtwxXyiykYIJQ,kr,asia
-0SvP5o7qSbGJTDlKq9Ernmn7nd5A1UTXvd6gB_LpUdHc0C-JkzWt_9tM6GLvXJa5v3RO3JB7Jd9FQ,na1,americas
0g6bfDbxlShuTTSpHlT5ukvFTosRsHCLcbcdaa8vCSXlAo5DBlkJ2i9N05IbrXNXpzjo5iElce3uKQ,vn2,sea
ZJpAii87Mt0Sr2cW7kmWTcA6fGHu9rk4WpZBt2kWyYoBvkwYncNMHjhTRENCl6Dm1xlOfg_5ATwUEQ,na1,americas
icO9-wYbk6vB-I44vSPMjUYWrUWiy24H8cBMRGseX6lJLBd9GxbF-CF3B-lXRHC-p-8_Kj74anuChA,na1,americas
59wuZcL7e1ZwiUBxXmGkM7JFuL0Qnz289Wko_NIFqvk-Hcgk1qfSGn8DYGN6kXILMY30G41J9V8tEw,kr,asia
3xosVgMQVrmvnaRwoeKJWEHbUBEExi2YXJdZa-9NwFMgt5tRXCdhr5lkWe7ieep4YkYhY6niXO6wrA,euw1,europe
X-rz_PP8oMBPwp96Dvq-6IvRcZdTCrxlGfKQQ-h-ltr68Vuisg3igNBIm5nn4lvUA3obvOUG1O18yw,kr,asia
lH2kb3_IkmT618AsPsbSXbHuuXABFbVSDmp3-RTYpS4egnNBYO--LASDPAUUbq6RzddJ3ddOFNNc7w,vn2,sea
g-_yp9szVeZ3ppNg0jSb5P060T_tVMe51S2fXt3gSkNkkFZKY0vuFmhG9xRvxAFqi--47obl1KfypQ,na1,americas
lffgnbL2Ckx8rmbSLp8PNE_kD2E9FhkIih-RuFHma52nopi0VhgDfByQg3mDKkV_EG6Ho9e5kRKg3w,euw1,europe
xHaaRUIgCnxg2Q39TY6xoHPBtPezBP1QaANaGHDSjpylSFy8OA8Nfmqye3MYkDHl8v5Zj4kOi09J5A,euw1,europe
6nCxkArQtyCssnbeQT-7UJTm0ffkG4CKoso38qroyTe4cvYCNEvoV5WwcAM0Tenc-TPpvudWhR-YyA,na1,americas
GpaizR5f_CSEpGZ5o-SmLkWBnVsWFHU02Yn6nXeCbKKM_dMLxyLmOuNA4cwy-6RtNT7i1s6YnWVKqw,kr,asia
zT8oAup8irc-rGQ2JaJAbmiABdJPaXjfItdEncVfOu5j4PLaXK--fmOulv7Z5DcYvfuxi4xDENT8zg,euw1,europe
54LZH7CVKCkOfqSc5LxMyAXURA2xqjfNUU94VHRD9auo0UQzIk0pNAfwA9xPgaCqPze75eqDbL-gkg,vn2,sea
GfKLAPTBq-a2KlFEmgfZHXsSL3qo5OEwyHWwGxa2qZ53UxKsQwVWP_g9rnJmpWVblFwTBbbm5LGbbw,vn2,sea
-i9nGQf8yzv34fMjnUg3lhsdb-XF1hw5kE5kyxYBZMT3jyA2HhMYHim7DZwOruyAcpAc__U8rMAS1Q,vn2,sea
zp3ant517FFrbXz-rY-JxrwpGmtZT-ZGoRbeEUuf6tMFjZlOFLWGiaALv6Rf6XUtrZRR_bM0o8zkoQ,na1,americas
jR4AsilZgP13Yg9Fal8KgeV5unIwauTk2UepCrhsDsQaUox7czVpzv8Q6I4_g4ldJ5e-dHcvqUrHhA,na1,americas
u7UYgwbkX8478mTQU09CNRo0f_yNQBjE9a-c3nuwqFHTVPCus4Swuxf7xZIEpI9v7fw-adlHTjZ1Pg,na1,americas
itrtPZ3ki5Oln7J21V-G8YO_m5jpoIiihpqm2Q74DQ4gHP-aTY8Yh8SJ0FvjM7O0d-W-qzSABbmGDA,euw1,europe
fRNA2-f3TGcCvpmQNK40wDPkEF_GUHpC4NVkBhoMtineEOOXLPKDGiPEPRx516YnnREbIsPV8-tCaQ,na1,americas
na5Zm_t7-ApknMBB8ABj6UvdQVsw4JDIxK4rjV3jQPS5v6YECuEugA-A6p1Pvt8xJMCfUjAsxO0U6g,euw1,europe
